,,,,,,,,,10日,5日,10日,,,,,
最新价,今日涨跌,代码,,名称,,板块,5日涨跌,,10日涨跌,主力净占比,主力净占比,,,,,
f2,f3,f12,f13,f14,f62,f100,f109,f124,f160,f165,f175,f184,f225,f263,f264,f265
3.94,-0.51,716,0,黑芝麻,-8299177,食品饮料,-0.25,1592551863,-4.37,-8.69,-10.06,-16.29,3713,3589,3813,BK0438
2.75,-0.72,413,0,东旭光电,-23330449,电子元件,-0.36,1592551863,-3.51,-3.69,-4.68,-16.31,3714,2566,2913,BK0459
11.05,-0.9,600663,1,陆家嘴,-15748110,房地产,1.19,1592552403,-4.66,-7.76,-7.8,-16.31,3715,3484,3613,BK0451
3.07,0,415,0,渤海租赁,-9212810,多元金融,0.99,1592551863,0.66,-3.29,-5.34,-16.39,3716,2430,3127,BK0738
6.88,-1.15,429,0,粤高速Ａ,-4781186,高速公路,1.03,1592551863,-1.57,-3.56,-2.85,-16.41,3717,2529,2168,BK0421
5.9,0,300420,0,五洋停车,-12029000,机械行业,0.85,1592551863,-4.99,-10.89,-12.84,-16.49,3718,3764,3908,BK0545
3.55,-1.39,2689,0,远大智能,-6871767,机械行业,-0.28,1592551863,-3.53,-5.82,-6.73,-16.52,3719,3152,3446,BK0545
5.32,-1.66,300158,0,振东制药,-23536680,医药制造,3.7,1592551863,2.7,-7.6,-7.19,-16.53,3720,3462,3513,BK0465
4.8,-1.64,2370,0,亚太药业,-7506436,医药制造,3,1592551863,1.05,-2.84,-4.23,-16.53,3721,2288,2753,BK0465
4.24,0.24,421,0,南京公用,-1086797,公用事业,1.92,1592551863,1.44,4.42,1.96,-16.56,3722,282,417,BK0427
6.83,-0.73,2149,0,西部材料,-4466103,材料行业,0.15,1592551863,-1.3,-10.32,-9.19,-16.6,3723,3733,3769,BK0537
21.48,-2.14,2194,0,武汉凡谷,-70186974,通讯行业,0.89,1592551863,1.99,-4.59,-2.52,-16.64,3724,2820,2011,BK0448
1.94,-0.51,600691,1,阳煤化工,-3105229,化肥行业,-2.51,1592552400,-0.51,-10.24,-9.01,-16.64,3725,3724,3751,BK0731
4.06,0,589,0,贵州轮胎,-3982057,汽车行业,0.25,1592551863,-0.25,-9.94,-3.17,-16.64,3726,3699,2316,BK0481
2.43,-3.19,2526,0,山东矿机,-26076338,机械行业,3.85,1592551863,8,1.35,0.27,-16.65,3727,806,797,BK0545
6.69,-1.76,300002,0,神州泰岳,-96584665,软件服务,-0.3,1592551863,-3.46,-6.73,-7.76,-16.66,3728,3320,3604,BK0737
7.9,-1.99,19,0,深粮控股,-23223696,食品饮料,3,1592551863,0.25,-4.11,-4.68,-16.66,3729,2685,2915,BK0438
3.97,-2.7,717,0,韶钢松山,-42182616,钢铁行业,3.66,1592551863,5.59,-7.92,-6.44,-16.68,3730,3504,3401,BK0479
5.46,-0.18,600757,1,长江传媒,-6869599,文化传媒,1.11,1592552401,1.68,-1.51,-1.46,-16.71,3731,1769,1486,BK0486
4.69,-0.42,2312,0,三泰控股,-7532486,化工行业,1.08,1592551863,-0.42,-8.39,-8.81,-16.77,3732,3560,3740,BK0538
5.82,-1.52,2316,0,亚联发展,-5383524,电子信息,-0.85,1592551863,-3.64,-5.27,-6.04,-16.85,3733,3001,3310,BK0447
6.61,-1.34,2427,0,*ST尤夫,-1775235,化纤行业,-1.2,1592551863,1.23,-11.55,-7.66,-16.85,3734,3793,3589,BK0471
1.69,-2.87,601005,1,重庆钢铁,-97871045,钢铁行业,27.07,1592552394,26.12,-5.97,-5.55,-16.86,3735,3185,3183,BK0479
4.84,0.21,300079,0,数码科技,-12881510,通讯行业,-4.91,1592551863,-4.35,-21.74,-13.29,-16.87,3736,3931,3918,BK0448
4.9,-2.58,2047,0,宝鹰股份,-19610509,装修装饰,1.87,1592551863,3.38,-8.38,-5.77,-16.89,3737,3557,3255,BK0725
7.46,-1.06,2625,0,光启技术,-19159778,汽车行业,1.36,1592551863,-0.67,-5.29,-9.43,-16.91,3738,3005,3783,BK0481
8.99,-0.66,601677,1,明泰铝业,-6220551,有色金属,2.74,1592552385,1.47,0.78,-0.13,-16.93,3739,964,945,BK0478
5.47,-1.09,2752,0,昇兴股份,-2570096,金属制品,1.48,1592551863,0.92,-1.64,-4.18,-16.96,3740,1828,2730,BK0739
6.56,-0.3,600516,1,方大炭素,-48535110,材料行业,4.63,1592552393,1.08,1.68,-2.98,-16.97,3741,734,2228,BK0537
6.6,-0.9,2520,0,日发精机,-6562958,机械行业,-0.15,1592551863,-5.44,-10.27,-9.77,-17.01,3742,3727,3803,BK0545
4.72,-0.42,2454,0,松芝股份,-3222848,汽车行业,-0.42,1592551863,-9.23,-6,-7.47,-17.01,3743,3193,3560,BK0481
5.8,0,2531,0,天顺风能,-10684098,输配电气,0,1592551863,-4.13,-13.84,-10.26,-17.03,3744,3881,3827,BK0457
9.51,-1.45,300440,0,运达科技,-7692221,电子信息,0.32,1592551863,-4.23,-9.18,-10.89,-17.05,3745,3634,3863,BK0447
23.21,-1.23,603822,1,嘉澳环保,-3788007,化工行业,-0.34,1592552400,-3.09,-7.42,-5.89,-17.05,3746,3432,3282,BK0538
14.07,-0.21,2579,0,中京电子,-16876950,电子元件,4.22,1592551863,1.81,-3.75,-4.89,-17.06,3747,2591,2984,BK0459
4.15,0,409,0,ST地矿,-1535644,综合行业,0,1592551863,-1.66,-10.17,-13.64,-17.09,3748,3716,3920,BK0539
8.2,-0.85,300214,0,日科化学,-4266642,塑胶制品,1.11,1592551863,0.12,-4.26,-4.01,-17.1,3749,2727,2674,BK0454
2.62,-0.76,2348,0,高乐股份,-4945090,文教休闲,-1.13,1592551863,-12.67,-7.32,-2.76,-17.16,3750,3415,2130,BK0740
11.13,0.27,300093,0,金刚玻璃,-3384048,玻璃陶瓷,-4.38,1592551863,1.55,-11.66,-5.64,-17.18,3751,3797,3222,BK0546
35.5,-2.2,688186,1,广大特材,-21829949,金属制品,4.57,1592552400,-0.36,-3.3,-4.23,-17.19,3752,2434,2755,BK0739
2.89,-0.34,601106,1,中国一重,-10063790,机械行业,2.48,1592552392,0.35,2.35,-0.58,-17.2,3753,589,1093,BK0545
14.77,-2.44,2669,0,康达新材,-17452426,材料行业,0.89,1592551863,6.49,-0.36,-0.4,-17.27,3754,1356,1031,BK0537
4.95,-0.8,2341,0,新纶科技,-10147534,材料行业,-0.8,1592551863,-3.51,-10.16,-10.99,-17.31,3755,3714,3867,BK0537
13.68,-0.8,2602,0,世纪华通,-143255741,电子信息,-5.46,1592551863,2.17,-7.65,-3.17,-17.33,3756,3471,2315,BK0447
12.2,-0.65,2233,0,塔牌集团,-40513180,水泥建材,1.75,1592551863,-0.25,-3.9,-6.03,-17.41,3757,2630,3308,BK0424
3.28,-0.61,711,0,京蓝科技,-2786755,园林工程,-2.96,1592551863,-2.09,-6.47,-3.02,-17.43,3758,3279,2250,BK0726
5.54,0.54,2529,0,*ST海源,-1308042,专用设备,1.09,1592551863,-0.72,-6.82,-4.61,-17.46,3759,3338,2898,BK0910
13.36,-0.52,789,0,万年青,-36352836,水泥建材,3.09,1592551863,2.22,-2.07,-2.07,-17.5,3760,1987,1800,BK0424
4.02,-0.74,2421,0,达实智能,-21700215,软件服务,-1.47,1592551863,-4.06,-11.91,-11.73,-17.57,3761,3810,3886,BK0737
23.7,-1.25,300546,0,雄帝科技,-8103307,专用设备,-5.2,1592551863,-1.58,-10.26,-3.21,-17.59,3762,3725,2343,BK0910
7.61,-2.06,2688,0,金河生物,-28539259,农牧饲渔,6.58,1592551863,-0.52,-2.27,-4.49,-17.66,3763,2068,2849,BK0433
7.46,-1.32,2547,0,春兴精工,-33527178,金属制品,0.54,1592551863,6.42,-5.07,-2.88,-17.69,3764,2956,2184,BK0739
2.67,-2.55,835,0,长城动漫,-6158180,文化传媒,-9.8,1592551863,-19.82,-13.27,-6.65,-17.78,3765,3861,3438,BK0486
16.36,-2.85,300830,0,金现代,-41458710,软件服务,-6.03,1592551863,-2.5,-8.47,-4.99,-17.81,3766,3567,3009,BK0737
29.2,-3.38,4,0,国农科技,-18540654,软件服务,2.6,1592551863,-0.14,-3,-3.63,-17.83,3767,2340,2525,BK0737
4.24,-0.47,2334,0,英威腾,-6552270,输配电气,-0.47,1592551863,-3.85,-2.83,-5.69,-17.85,3768,2282,3238,BK0457
5.63,-2.6,2083,0,孚日股份,-142570444,纺织服装,3.11,1592551863,11.71,-10.44,-4.76,-17.93,3769,3739,2945,BK0436
12.94,-0.46,2922,0,伊戈尔,-2372499,输配电气,1.25,1592551863,-0.54,-5.62,-4.37,-17.96,3770,3108,2810,BK0457
39.03,-0.38,603267,1,鸿远电子,-23881857,电子元件,4.14,1592552404,0.8,-2.37,-5.13,-17.99,3771,2115,3053,BK0459
6.03,0.5,601500,1,通用股份,-2373062,塑胶制品,0.5,1592552397,1.86,-13.42,-8.69,-18.04,3772,3866,3718,BK0454
58.82,-2.52,688360,1,德马科技,-25245403,机械行业,-3.78,1592552403,-17.93,-7.76,-12.59,-18.05,3773,3485,3903,BK0545
11.29,-1.31,603028,1,赛福天,-3831065,金属制品,3.11,1592552395,4.06,-1.14,-1,-18.05,3774,1627,1268,BK0739
7.2,-10,300063,0,天龙集团,-169704271,文化传媒,-2.17,1592551863,22.66,-5.6,-3.17,-18.06,3775,3093,2314,BK0486
1.75,0.57,600871,1,石化油服,-4075340,石油行业,0.57,1592552403,1.16,-6.06,-3.19,-18.09,3776,3207,2332,BK0464
8.85,-0.9,603089,1,正裕工业,-3328486,汽车行业,-3.17,1592552392,-0.67,-3.42,-2.06,-18.11,3777,2485,1795,BK0481
9.77,-1.81,2783,0,凯龙股份,-7690946,化工行业,1.77,1592551863,2.3,-0.76,-1.55,-18.21,3778,1470,1542,BK0538
2.67,-2.55,662,0,天夏智慧,-12929422,软件服务,-4.64,1592551863,-11.3,-9.19,-3.51,-18.23,3779,3635,2463,BK0737
4.9,-1.21,2274,0,华昌化工,-13458903,化肥行业,-2.2,1592551863,5.6,-9.04,-2.3,-18.32,3780,3623,1912,BK0731
8.9,-1.66,603398,1,邦宝益智,-7051333,工艺商品,-1.22,1592552385,-5.42,-3.4,-3.94,-18.33,3781,2473,2654,BK0440
44.09,-1.58,688566,1,吉贝尔,-29640613,医药制造,0.39,1592552387,-2,-5.12,-5.93,-18.38,3782,2965,3290,BK0465
3.65,-1.35,601101,1,昊华能源,-5666668,煤炭采选,5.19,1592552377,3.69,-2.57,1.14,-18.41,3783,2199,564,BK0437
4.74,-0.84,601077,1,XD渝农商,-40700265,银行,1.28,1592552395,0.85,-6.81,-7.68,-18.43,3784,3333,3590,BK0475
2.53,-1.17,2172,0,澳洋健康,-2995487,化纤行业,-1.17,1592551863,-5.6,-1.72,-4.16,-18.43,3785,1858,2726,BK0471
2.8,-0.71,2629,0,*ST仁智,-1712970,石油行业,-2.1,1592551863,-3.11,-4.07,-6.74,-18.45,3786,2674,3450,BK0464
8.2,0,300611,0,美力科技,-1340217,交运设备,1.86,1592551863,-2.15,-7.58,-7.3,-18.51,3787,3457,3538,BK0429
16.56,-0.78,2949,0,华阳国际,-3297224,工程建设,-1.43,1592551863,-7.07,-4.71,-5.55,-18.55,3788,2870,3186,BK0425
6.06,0,425,0,徐工机械,-79312446,机械行业,0.33,1592551863,2.36,-9.66,-5.67,-18.68,3789,3674,3228,BK0545
5.02,0.2,603002,1,宏昌电子,-10123371,化工行业,-0.99,1592552393,-1.38,-12.4,-5.6,-18.69,3790,3839,3208,BK0538
2.28,-1.72,600744,1,华银电力,-3436982,电力行业,2.24,1592552397,0.88,7.03,4,-18.71,3791,131,175,BK0428
38.78,-1.2,688196,1,卓越新能,-8909094,环保工程,2.73,1592552379,-2.14,-2.43,-4.82,-18.71,3792,2146,2964,BK0728
6.34,-1.25,300249,0,依米康,-9691813,软件服务,0.63,1592551863,-0.63,-2.12,-3.84,-18.78,3793,2010,2615,BK0737
2.82,-0.35,601600,1,中国铝业,-26207233,有色金属,1.44,1592552379,0,0.56,-1.24,-18.82,3794,1022,1372,BK0478
11.52,-1.87,300248,0,新开普,-18114500,软件服务,2.4,1592551863,2.4,-4.71,-3.28,-18.83,3795,2867,2367,BK0737
17.21,0.17,300649,0,杭州园林,-1103548,园林工程,0.76,1592551863,0.82,1,-1.83,-18.86,3796,894,1684,BK0726
16.75,-0.42,401,0,冀东水泥,-88442433,水泥建材,-4.29,1592551863,-4.72,-17.33,-14.38,-19.18,3797,3917,3926,BK0424
4.94,-1,2651,0,利君股份,-2838787,机械行业,2.07,1592551863,-1.98,-4.01,-5.78,-19.25,3798,2665,3258,BK0545
4.21,-3.44,518,0,四环生物,-41044273,医药制造,2.43,1592551863,5.25,-13.37,-10.8,-19.31,3799,3864,3857,BK0465
2.34,-4.49,300343,0,联创股份,-25121379,文化传媒,-5.65,1592551863,-3.7,-7.44,-3.19,-19.34,3800,3435,2329,BK0486
2.45,-1.61,600396,1,金山股份,-5599495,电力行业,2.94,1592552376,-3.54,-6.54,-5.7,-19.37,3801,3290,3239,BK0428
3.49,-2.51,300367,0,东方网力,-25564695,安防设备,-6.43,1592551863,-13.83,-11.82,-9.7,-19.48,3802,3803,3799,BK0735
5.68,-0.7,600877,1,ST电能,-4205631,电子元件,-1.56,1592552385,-3.57,-10.02,-8.57,-19.54,3803,3706,3709,BK0459
3.05,-2.87,2575,0,ST群兴,-9787621,文教休闲,-8.68,1592551863,-9.23,-17.2,-12.69,-19.61,3804,3914,3905,BK0740
2.99,-0.33,2109,0,兴化股份,-2030562,化工行业,-0.33,1592551863,-1.32,-8.9,-10.19,-19.74,3805,3603,3822,BK0538
8.01,-1.72,300190,0,维尔利,-15585563,环保工程,3.76,1592551863,2.43,-1.92,-3.25,-19.77,3806,1929,2354,BK0728
4,-2.44,663,0,*ST永林,-2884662,木业家具,-7.41,1592551863,-9.09,-16.01,-12.22,-19.79,3807,3905,3899,BK0476
1.32,-2.22,981,0,ST银亿,-2669277,汽车行业,-1.49,1592551863,-4.35,-4.85,-5.33,-19.81,3808,2904,3122,BK0481
8.9,-2.41,952,0,广济药业,-13189827,医药制造,5.08,1592551863,5.2,-1.48,-2.81,-19.81,3809,1755,2153,BK0465
4.46,-1.76,600896,1,览海医疗,-6599710,医疗行业,-1.11,1592552389,-5.31,-5.73,-6.35,-19.84,3810,3130,3380,BK0727
1.3,-2.26,673,0,*ST当代,-8444020,文化传媒,0,1592551863,-9.72,-2.34,-3.05,-19.9,3811,2098,2254,BK0486
7.02,-0.99,600894,1,广日股份,-6575699,专用设备,-0.85,1592552388,-1.54,-9.33,-7.93,-19.93,3812,3649,3635,BK0910
17.08,-0.58,603886,1,元祖股份,-11188571,食品饮料,2.21,1592552393,-3.5,-1.85,-4.07,-19.93,3813,1908,2697,BK0438
3.6,0.28,600767,1,ST运盛,-1039157,软件服务,-3.23,1592552391,-6.74,-25.27,-18.3,-19.93,3814,3932,3936,BK0737
6.07,-1.14,600740,1,山西焦化,-20882837,煤炭采选,3.94,1592552393,0,-6.81,-6.14,-20.02,3815,3334,3334,BK0437
17.54,-0.11,603585,1,苏利股份,-2961569,农药兽药,1.1,1592552403,-0.96,-4.06,-2.26,-20.08,3816,2673,1896,BK0730
3.76,-0.27,2435,0,长江健康,-3768711,医药制造,3.87,1592551863,1.08,-2.12,-5.94,-20.1,3817,2012,3291,BK0465
2.79,-1.06,2694,0,顾地科技,-4123489,塑胶制品,-0.36,1592551863,-4.45,-11.05,-7.94,-20.13,3818,3774,3636,BK0454
2.74,-0.72,616,0,海航投资,-14045350,房地产,-3.86,1592551863,-4.86,-12.36,-8.48,-20.23,3819,3834,3701,BK0451
22.55,0.18,2572,0,索菲亚,-77322093,木业家具,-0.04,1592551863,-3.63,-10.39,-7.86,-20.25,3820,3737,3625,BK0476
4.96,-1.39,790,0,华神科技,-9636512,医药制造,4.42,1592551863,3.33,-1.72,-2.72,-20.37,3821,1856,2108,BK0465
6.27,-0.16,300215,0,电科院,-4935833,输配电气,1.62,1592551863,-1.1,-4.18,-7.51,-20.39,3822,2700,3566,BK0457
6.48,-0.61,600099,1,林海股份,-2104794,交运设备,-0.92,1592552389,-0.77,-4.61,-3.48,-20.39,3823,2832,2450,BK0429
8.32,0.24,600696,1,ST岩石,-2313678,交运物流,-11.96,1592552388,-21.58,-13.71,-12.07,-20.41,3824,3875,3897,BK0422
40.17,-0.79,603679,1,华体科技,-7348733,电子元件,-0.47,1592552389,-2.07,-8.62,-10.33,-20.42,3825,3582,3834,BK0459
4.65,-1.69,2288,0,超华科技,-20707666,电子元件,2.65,1592551863,1.31,-9.1,-6.1,-20.5,3826,3627,3321,BK0459
2.91,0.34,600708,1,光明地产,-6629201,房地产,0,1592552382,-0.68,-15.18,-9.49,-20.57,3827,3900,3787,BK0451
1.28,-5.19,2359,0,*ST北讯,-4998355,通讯行业,-11.72,1592551863,-5.88,-12.63,-7.81,-20.6,3828,3846,3616,BK0448
12.9,-1.9,603477,1,振静股份,-16765475,纺织服装,-7.26,1592552389,-6.18,-9.29,-5.95,-20.61,3829,3645,3293,BK0436
2.28,-1.3,2505,0,大康农业,-35772327,农牧饲渔,0.88,1592551863,-4.6,-11.83,-10.21,-20.65,3830,3806,3824,BK0433
4.81,-1.64,300187,0,永清环保,-5106009,环保工程,3.44,1592551863,0.84,-1.3,-2.42,-20.66,3831,1689,1961,BK0728
2.83,-1.05,600393,1,粤泰股份,-6554476,房地产,-2.08,1592552387,-5.67,-10.37,-5.57,-20.67,3832,3736,3191,BK0451
5.68,-0.87,601636,1,旗滨集团,-30014618,玻璃陶瓷,0.71,1592552400,6.97,-3.86,-0.8,-20.71,3833,2620,1170,BK0546
15.85,-2.04,688599,1,天合光能,-114368688,电子元件,-11.9,1592552400,94.24,-17.2,-7.16,-20.8,3834,3913,3510,BK0459
6.11,0.16,2479,0,富春环保,-10310005,环保工程,-2.71,1592551863,2.35,-11.57,-3.43,-20.88,3835,3795,2427,BK0728
7.65,-2.42,603399,1,吉翔股份,-11352084,有色金属,-1.42,1592552389,1.19,-8.41,-5.27,-20.9,3836,3561,3109,BK0478
2.38,-0.42,600968,1,海油发展,-15014184,石油行业,-0.42,1592552397,2.15,-7.29,-3.53,-20.95,3837,3412,2471,BK0464
18.79,-0.05,600389,1,江山股份,-4016436,农药兽药,1.02,1592552385,-0.95,-10.08,-6.54,-21.02,3838,3710,3417,BK0730
208.98,1.35,300770,0,新媒股份,-76263031,文化传媒,2.07,1592551863,17.62,-7.79,-1.46,-21.13,3839,3489,1492,BK0486
4.88,-0.41,2538,0,司尔特,-5142282,化肥行业,2.52,1592551863,1.04,1.52,-3.98,-21.14,3840,766,2660,BK0731
0.41,-8.89,2604,0,龙力退,-70028,食品饮料,-40.58,1592551863,-64.35,-11,-10.73,-21.14,3841,3771,3854,BK0438
3.9,-0.51,601199,1,XD江南水,-3668306,公用事业,1.3,1592552380,-2.26,-6.89,-6.9,-21.27,3842,3353,3475,BK0427
3.52,0,875,0,吉电股份,-9995297,电力行业,1.44,1592551863,0,-10.18,-15.95,-21.38,3843,3717,3930,BK0428
21.12,-0.47,600848,1,上海临港,-31302318,房地产,-1.72,1592552376,0.86,-9.32,-1.52,-21.44,3844,3648,1521,BK0451
8.6,3.49,300180,0,华峰超纤,-50072229,塑胶制品,10.97,1592551863,3.74,-10.46,-11.08,-21.45,3845,3742,3872,BK0454
3.1,-0.32,300145,0,中金环境,-12030736,机械行业,0.32,1592551863,0,-5.4,-2.09,-21.47,3846,3042,1809,BK0545
3.38,-0.59,600303,1,曙光股份,-6933487,汽车行业,-0.29,1592552382,-5.59,-7.32,-10.83,-21.67,3847,3416,3859,BK0481
1.28,0,2122,0,*ST天马,-1155298,机械行业,0,1592551863,-2.29,-3.53,-5.83,-21.75,3848,2522,3268,BK0545
3.4,-0.58,2218,0,拓日新能,-8163232,材料行业,-0.29,1592551863,-3.68,-11.88,-10.22,-21.79,3849,3809,3825,BK0537
7.85,0.64,2013,0,中航机电,-36244185,航天航空,1.03,1592551863,-0.51,-9.54,-6.79,-22.01,3850,3666,3458,BK0480
6.4,-1.23,600251,1,冠农股份,-14196135,农牧饲渔,-0.16,1592552381,-4.19,-6.03,-5.18,-22.09,3851,3199,3069,BK0433
7.93,-1.86,300536,0,农尚环境,-8045780,园林工程,-2.58,1592551863,-0.38,-10.15,-6.01,-22.1,3852,3713,3304,BK0726
5.09,-0.39,731,0,四川美丰,-13657785,化肥行业,-2.86,1592551863,-5.91,-8.62,-5.21,-22.15,3853,3581,3082,BK0731
5.56,-2.11,2270,0,华明装备,-20630700,专用设备,-1.07,1592551863,-0.89,-7.59,-5.8,-22.2,3854,3459,3264,BK0910
3.12,-0.95,300128,0,锦富技术,-10054196,电子元件,-4,1592551863,-5.45,-16.49,-6.01,-22.31,3855,3906,3303,BK0459
7.66,0.26,89,0,深圳机场,-38574415,民航机场,-2.05,1592551863,-5.08,-13.71,-10.94,-22.35,3856,3874,3865,BK0420
4.75,-2.66,300167,0,迪威迅,-8442259,软件服务,1.06,1592551863,-3.46,-4.52,-8.04,-22.47,3857,2800,3657,BK0737
1.53,-3.77,2418,0,*ST康盛,-4417946,金属制品,-5.56,1592551863,-10,-13.48,-13.23,-22.48,3858,3868,3916,BK0739
9.06,0.22,600234,1,ST山水,-209055,房地产,0.55,1592552404,-1.63,-4.15,-1.28,-22.5,3859,2696,1395,BK0451
5.16,-0.58,600644,1,乐山电力,-2203704,电力行业,-1.71,1592552389,1.98,-5.74,-3.83,-22.51,3860,3133,2613,BK0428
5.58,-0.89,300029,0,天龙光电,-4937968,专用设备,-1.06,1592551863,0.54,-7.6,-4.22,-22.57,3861,3463,2748,BK0910
8.29,-2.47,2644,0,佛慈制药,-13750161,医药制造,2.73,1592551863,4.54,-1.66,-1.66,-22.61,3862,1836,1595,BK0465
3.3,-0.3,600601,1,方正科技,-7584458,电子信息,0,1592552404,-2.08,-8.34,-9.97,-22.73,3863,3553,3808,BK0447
9.53,-0.63,2672,0,东江环保,-8802939,环保工程,-1.14,1592551863,-4.99,-14.03,-5.9,-22.77,3864,3884,3285,BK0728
4.71,-1.05,300264,0,佳创视讯,-7465163,软件服务,0,1592551863,-3.68,-8.9,-9.2,-22.84,3865,3602,3770,BK0737
5.48,-0.18,2015,0,协鑫能科,-9584065,电力行业,-1.26,1592551863,-4.7,-13.6,-15.22,-22.86,3866,3871,3928,BK0428
14.17,-0.49,600056,1,中国医药,-50755444,医药制造,5.35,1592552403,5.04,-0.13,-2.01,-22.91,3867,1284,1767,BK0465
9.07,-2.58,2524,0,光正集团,-44860904,医疗行业,-3.2,1592551863,4.49,-10.15,-4.97,-22.94,3868,3712,3002,BK0727
2.44,-0.41,2504,0,弘高创意,-3281999,装修装饰,-2.79,1592551863,-6.87,-19.21,-10.99,-23.43,3869,3925,3868,BK0725
7.34,-0.14,2229,0,鸿博股份,-8267426,造纸印刷,-1.74,1592551863,-2.91,-10.56,-6.48,-23.43,3870,3748,3412,BK0470
3.36,0,600163,1,中闽能源,-3401521,电力行业,0.3,1592552401,-1.75,-12.55,-7.83,-23.45,3871,3844,3621,BK0428
2.69,-5.94,600808,1,马钢股份,-105742215,钢铁行业,2.67,1592552392,3.86,-4.42,-7.07,-23.52,3872,2777,3494,BK0479
3.54,-0.56,611,0,*ST天首,-1028562,煤炭采选,0.28,1592551863,-1.39,-5.04,-2.82,-23.58,3873,2952,2159,BK0437
7.73,-0.9,2403,0,爱仕达,-2950042,家电行业,0.65,1592551863,-2.03,-10.26,-8.99,-23.59,3874,3726,3749,BK0456
3.19,-0.31,2121,0,*ST科陆,-3373600,仪器仪表,-0.93,1592551863,-3.63,-11.94,-8.71,-23.6,3875,3814,3722,BK0458
3.38,0,600277,1,亿利洁能,-13568877,化工行业,1.5,1592552397,1.2,-4.23,-3.92,-23.68,3876,2714,2642,BK0538
7.64,-6.26,2279,0,久其软件,-233197496,软件服务,8.99,1592551863,7.45,-0.34,-2.18,-23.86,3877,1351,1858,BK0737
6.91,0.14,600301,1,ST南化,-777861,化工行业,-1.99,1592552401,5.34,-17.79,-8.52,-23.92,3878,3921,3705,BK0538
13.85,-0.57,2111,0,威海广泰,-12569649,机械行业,1.09,1592551863,-0.43,-8.14,-6.91,-23.99,3879,3533,3477,BK0545
45.51,-0.78,300571,0,平治信息,-24784221,电子信息,-2.32,1592551863,-6.13,-13.76,-8.17,-24.07,3880,3878,3676,BK0447
2.62,-1.13,600186,1,莲花健康,-8199975,食品饮料,-2.6,1592552377,-2.96,-17.25,-9.74,-24.28,3881,3915,3801,BK0438
2.77,-1.07,300355,0,蒙草生态,-8428975,环保工程,-1.42,1592551863,1.84,-9.84,-5.29,-24.34,3882,3688,3112,BK0728
1.9,-5,572,0,ST海马,-16600816,汽车行业,-8.65,1592551863,-0.52,-15.18,-9.35,-24.38,3883,3899,3780,BK0481
3.5,-0.28,601608,1,中信重工,-11306403,机械行业,1.74,1592552394,-0.85,-6.56,-8.73,-24.43,3884,3293,3726,BK0545
66.6,-0.77,603583,1,捷昌驱动,-52362512,输配电气,5.18,1592552397,7.11,-6.87,-5.42,-24.52,3885,3351,3150,BK0457
10.12,-0.59,2202,0,金风科技,-59844138,输配电气,-2.41,1592551863,3.9,-5.47,-2.25,-24.63,3886,3063,1887,BK0457
4.75,-0.84,159,0,国际实业,-7780084,石油行业,0.85,1592551863,0.21,-5.88,-3.65,-24.76,3887,3167,2533,BK0464
12.43,-0.96,300772,0,运达股份,-9716552,专用设备,-0.48,1592551863,-6.54,-11.35,-6.6,-25.03,3889,3784,3429,BK0910
3.26,0,601616,1,广电电气,-9428069,输配电气,-1.51,1592552394,-3.55,-17.59,-10.97,-25.07,3890,3918,3866,BK0457
13.21,-2.94,600260,1,凯乐科技,-159241129,通讯行业,-0.83,1592552383,-5.64,-11.97,-13.66,-25.16,3891,3817,3922,BK0448
1.7,-3.41,2086,0,ST东海洋,-7626689,农牧饲渔,-8.11,1592551863,-9.57,-14.82,-8.17,-25.23,3892,3897,3675,BK0433
4.23,-0.7,899,0,赣能股份,-1936251,电力行业,1.68,1592551863,0.71,2.82,-0.28,-25.39,3893,508,990,BK0428
4.18,-0.95,2321,0,华英农业,-9287244,农牧饲渔,-0.24,1592551863,-5,-12.22,-12.6,-25.53,3894,3829,3904,BK0433
4.62,0,601658,1,邮储银行,-104812706,银行,-1.7,1592552403,-6.48,-20.1,-11.57,-25.55,3895,3927,3882,BK0475
4.46,0,600713,1,南京医药,-6881794,医药制造,3,1592552404,2.53,-2.79,-2.26,-25.76,3896,2270,1892,BK0465
4.83,-0.41,2455,0,百川股份,-5141163,化工行业,-0.62,1592551863,-1.63,-11.38,-9.02,-25.87,3897,3786,3757,BK0538
5.3,-0.93,300056,0,中创环保,-3525336,环保工程,-1.85,1592551863,-4.68,-18.74,-11.6,-25.87,3898,3924,3884,BK0728
7.16,-0.14,705,0,浙江震元,-5657796,医药制造,2.87,1592551863,2.87,3.63,2.45,-26.14,3899,381,333,BK0465
1.31,-1.5,2113,0,*ST天润,-2529141,软件服务,-3.68,1592551863,0,-6.08,-4.64,-26.24,3900,3212,2904,BK0737
4.22,-0.47,2178,0,延华智能,-6805243,软件服务,-1.17,1592551863,-6.84,-9.53,-6.97,-26.37,3901,3665,3486,BK0737
8.84,-2.32,300664,0,鹏鹞环保,-105145330,环保工程,6.25,1592551863,-0.79,-6.62,-6.89,-26.52,3902,3302,3470,BK0728
6.37,0,601611,1,中国核建,-10807679,工程建设,0.16,1592552388,1.59,-6.36,-5.08,-26.58,3903,3263,3038,BK0425
7.17,-2.32,576,0,广东甘化,-21138093,综合行业,-5.91,1592551863,-0.69,-14.61,-5.47,-26.59,3904,3894,3165,BK0539
