,,,,,,,,,10日,5日,10日,,,,,
最新价,今日涨跌,代码,,名称,,板块,5日涨跌,,10日涨跌,主力净占比,主力净占比,,,,,
f2,f3,f12,f13,f14,f62,f100,f109,f124,f160,f165,f175,f184,f225,f263,f264,f265
12.18,-0.49,803,0,*ST金宇,-302075,综合行业,2.44,1592551863,0.33,-2.84,-2.57,-13.23,3519,2291,2038,BK0539
2.6,-2.26,898,0,鞍钢股份,-13531318,钢铁行业,3.59,1592551863,3.59,-4.49,-3.82,-13.24,3520,2792,2605,BK0479
7.63,-1.8,600229,1,城市传媒,-6488555,文化传媒,-2.68,1592552389,5.1,-4.59,-4.51,-13.26,3521,2822,2860,BK0486
8.03,-2.78,300393,0,中来股份,-27554478,材料行业,1.65,1592551863,1.77,-9.35,-7.97,-13.27,3522,3650,3641,BK0537
22.7,-3.4,300831,0,派瑞股份,-43965059,电子元件,-13.69,1592551863,-9.09,-10.42,-5.72,-13.28,3523,3738,3245,BK0459
9.6,-3.03,2674,0,兴业科技,-3694902,纺织服装,5.84,1592551863,4.35,-0.19,-3.41,-13.28,3524,1305,2420,BK0436
7.39,-2.12,300273,0,和佳医疗,-22485439,医疗行业,2.07,1592551863,0.96,-3.28,-3.15,-13.29,3525,2426,2308,BK0727
2.66,-0.37,751,0,锌业股份,-3505447,有色金属,1.92,1592551863,1.14,-0.23,-0.58,-13.29,3526,1315,1094,BK0478
7.35,-0.68,603725,1,天安新材,-2394200,塑胶制品,4.7,1592552383,5,0.83,-1.9,-13.3,3527,950,1721,BK0454
8.14,-1.21,2549,0,凯美特气,-5012437,化工行业,5.17,1592551863,0.12,-4.72,-6.98,-13.31,3528,2871,3488,BK0538
5.15,-0.58,300006,0,莱美药业,-6599689,医药制造,-9.97,1592551863,1.98,-10.06,-4.08,-13.32,3529,3709,2699,BK0465
9.26,-0.64,2828,0,贝肯能源,-2663141,石油行业,1.65,1592551863,-0.75,-3.65,-3.6,-13.33,3530,2555,2512,BK0464
15.43,-0.52,600867,1,通化东宝,-77349786,医药制造,0.85,1592552379,-2.34,-5.48,-5.08,-13.34,3531,3065,3037,BK0465
4.89,-2.4,2453,0,华软科技,-5206902,软件服务,4.26,1592551863,1.66,0.31,-0.9,-13.34,3532,1100,1226,BK0737
6.53,-0.61,300385,0,雪浪环境,-1507323,专用设备,-1.36,1592551863,-3.69,-3.69,-3.08,-13.34,3533,2569,2276,BK0910
13.32,-0.89,600410,1,华胜天成,-73589349,软件服务,-0.6,1592552404,-6.98,-7.03,-8.75,-13.39,3534,3376,3733,BK0737
5.63,-3.76,300356,0,光一科技,-20095552,输配电气,7.24,1592551863,3.87,0.01,-0.94,-13.39,3535,1200,1241,BK0457
3.84,-0.78,300444,0,双杰电气,-1940556,输配电气,0.26,1592551863,-3.03,-3.95,-4.13,-13.4,3536,2647,2719,BK0457
2.17,-1.81,2269,0,美邦服饰,-6833857,纺织服装,-2.69,1592551863,2.36,-7.42,-4.32,-13.41,3537,3431,2787,BK0436
1.66,-1.19,2005,0,*ST德豪,-1576501,家电行业,1.22,1592551863,-5.68,-1.15,-9.49,-13.41,3538,1631,3788,BK0456
46.9,1.49,513,0,丽珠集团,-52365460,医药制造,5.65,1592551863,15.92,-3.81,-1.37,-13.43,3539,2606,1438,BK0465
4.24,-1.17,2272,0,川润股份,-3918851,机械行业,1.92,1592551863,-0.7,-2.4,-3.56,-13.43,3540,2127,2490,BK0545
4.7,-1.67,300641,0,正丹股份,-3339499,化工行业,1.29,1592551863,-3.69,-5.78,-6.27,-13.43,3541,3140,3364,BK0538
3.42,-0.58,530,0,冰山冷热,-1581495,机械行业,-0.29,1592551863,-4.47,-13.44,-9.13,-13.44,3542,3867,3766,BK0545
6.12,0.16,601366,1,利群股份,-4500110,商业百货,5.15,1592552379,4.62,2.82,4.14,-13.45,3543,507,166,BK0482
6.26,-0.95,2408,0,齐翔腾达,-6764908,化工行业,-1.73,1592551863,0,-5.54,-1.85,-13.46,3544,3077,1689,BK0538
6.21,-0.16,2621,0,美吉姆,-3385664,机械行业,-3.27,1592551863,-6.05,-6.92,-8.37,-13.47,3545,3357,3692,BK0545
3.79,-1.04,606,0,顺利办,-4387539,软件服务,-4.77,1592551863,-5.49,-11.93,-1.82,-13.48,3546,3812,1673,BK0737
10.6,-0.19,300472,0,新元科技,-1674589,交运设备,-0.56,1592551863,-2.3,-5.99,-5.23,-13.48,3547,3191,3095,BK0429
13.47,-1.54,600206,1,有研新材,-52920405,材料行业,4.58,1592552380,-1.61,2.07,-3.7,-13.49,3548,650,2559,BK0537
7.26,-0.55,300047,0,天源迪科,-9377373,软件服务,2.83,1592551863,-0.41,-1.33,-6.95,-13.5,3549,1702,3484,BK0737
3.82,0.26,60,0,中金岭南,-10213091,有色金属,1.87,1592551863,2.69,-1.94,0.49,-13.57,3550,1937,745,BK0478
4.79,-2.64,2528,0,英飞拓,-7990570,安防设备,1.05,1592551863,3.01,-1.09,-0.26,-13.6,3551,1610,982,BK0735
33.3,-2.6,300525,0,博思软件,-35624101,软件服务,4.03,1592551863,4.03,-1.7,-1.7,-13.6,3552,1850,1611,BK0737
5.32,-2.74,300165,0,天瑞仪器,-13408637,仪器仪表,4.11,1592551863,0.76,-3.49,-4.46,-13.62,3553,2502,2837,BK0458
25.55,-0.43,600764,1,中国海防,-5427357,安防设备,0.83,1592552379,0.16,-5.81,-7.58,-13.63,3554,3149,3576,BK0735
7.21,-0.96,603183,1,建研院,-4930552,工程建设,0,1592552400,-3.74,-5.85,-6.77,-13.64,3555,3160,3457,BK0425
10.49,-0.29,779,0,甘咨询,-2724484,工程建设,-3.67,1592551863,1.65,-16.49,-4.21,-13.64,3556,3907,2745,BK0425
4.65,-0.64,600381,1,青海春天,-2512677,食品饮料,1.75,1592552404,0.22,0.07,-0.71,-13.68,3557,1176,1138,BK0438
5.05,-5.25,600986,1,科达股份,-104406986,文化传媒,6.32,1592552400,5.21,-1.58,-2.42,-13.69,3558,1796,1959,BK0486
7.08,-1.94,600326,1,西藏天路,-17580460,水泥建材,-0.56,1592552403,4.58,-4.28,1.62,-13.69,3559,2731,467,BK0424
2.09,-0.95,629,0,攀钢钒钛,-17207740,有色金属,1.95,1592551863,5.03,2.82,-0.87,-13.71,3560,505,1199,BK0478
11.08,-0.72,603226,1,菲林格尔,-3076120,木业家具,1.28,1592552401,-7.74,-1.27,-2.57,-13.73,3562,1677,2037,BK0476
6.85,-1.44,2411,0,延安必康,-21573990,医药制造,1.48,1592551863,-3.66,-3.38,-6.21,-13.74,3563,2466,3354,BK0465
6.65,-0.45,603333,1,尚纬股份,-3550590,输配电气,0.91,1592552394,-3.62,-3.43,-7.07,-13.75,3564,2488,3496,BK0457
19.32,-2.28,600895,1,张江高科,-182019828,房地产,-0.72,1592552389,9.96,-4.88,-3.65,-13.76,3565,2912,2532,BK0451
1.86,-0.53,600795,1,国电电力,-13814749,电力行业,2.2,1592552401,1.09,-1.18,0.94,-13.79,3566,1640,619,BK0428
5.58,-1.06,859,0,国风塑业,-14975299,塑胶制品,-3.46,1592551863,1.45,-6.84,-1.63,-13.79,3567,3340,1578,BK0454
21.37,0.09,2867,0,周大生,-11583513,珠宝首饰,-4.81,1592551863,4.86,-8.68,1.3,-13.79,3568,3588,529,BK0734
3.82,0.26,300129,0,泰胜风能,-1781309,输配电气,0.53,1592551863,-0.26,-3.16,-2.28,-13.79,3569,2393,1907,BK0457
50.5,0.08,688357,1,建龙微纳,-4235506,化工行业,-0.67,1592552394,-8.05,-8.9,-9.95,-13.79,3570,3604,3807,BK0538
3.25,-1.81,600117,1,西宁特钢,-16933080,钢铁行业,10.92,1592552400,9.8,4.48,3.27,-13.83,3571,279,227,BK0479
13.6,-0.07,2664,0,长鹰信质,-11881412,机械行业,7.34,1592551863,6.58,-0.09,-1.27,-13.85,3572,1264,1387,BK0545
10.27,-0.29,600228,1,ST昌九,-2040626,化工行业,1.99,1592552403,-4.29,-4.51,-7.76,-13.85,3573,2798,3609,BK0538
3.97,-1.73,2486,0,嘉麟杰,-11603995,纺织服装,2.32,1592551863,-0.5,-4.22,-4.5,-13.86,3574,2711,2853,BK0436
17.89,-0.45,600197,1,伊力特,-35144058,酿酒行业,5.61,1592552393,15.12,-3.13,1.7,-13.89,3575,2385,456,BK0477
4.86,-3.38,300025,0,华星创业,-22844989,通讯行业,6.11,1592551863,4.52,0.09,-0.68,-13.9,3576,1169,1129,BK0448
5.48,0,600649,1,城投控股,-6790506,房地产,0.55,1592552385,-0.72,-4.9,-2.86,-13.9,3577,2918,2177,BK0451
3.04,0.33,3816,0,中国广核,-16144402,电力行业,0.66,1592551863,4.11,-0.13,0.55,-13.91,3578,1283,731,BK0428
15.65,-1.07,603665,1,康隆达,-2401228,纺织服装,-3.87,1592552397,-3.34,-3.52,-2.63,-13.91,3579,2520,2069,BK0436
3.72,0,600477,1,杭萧钢构,-5137240,水泥建材,0,1592552385,-1.85,-13.96,-13.03,-13.93,3580,3883,3913,BK0424
9.77,-2.2,600127,1,金健米业,-86322581,农牧饲渔,7.36,1592552392,1.24,1.1,-1.53,-13.94,3581,871,1525,BK0433
6.57,-0.15,502,0,绿景控股,-2277213,房地产,-0.15,1592551863,-3.67,-3.98,-5.15,-13.94,3582,2658,3061,BK0451
4.71,0.21,600078,1,澄星股份,-5977741,化肥行业,-2.48,1592552376,-6.55,-13.72,-9.34,-13.95,3583,3876,3779,BK0731
3.8,-0.78,2011,0,盾安环境,-2396860,机械行业,1.6,1592551863,-1.3,-5.21,-7.92,-13.95,3584,2987,3633,BK0545
29.28,-1.18,2929,0,润建股份,-11749515,通讯行业,2.13,1592551863,-2.95,-1.27,-2.85,-13.95,3585,1675,2170,BK0448
8.97,0,300586,0,美联新材,-4083271,化工行业,0.9,1592551863,-7.53,-7.62,-9.01,-14.01,3586,3468,3752,BK0538
7.25,-2.03,2584,0,西陇科学,-31657106,化工行业,4.02,1592551863,4.77,-3.72,-3.73,-14.02,3587,2578,2571,BK0538
5.26,-2.05,2196,0,方正电机,-18246816,机械行业,7.79,1592551863,0.57,2.46,-0.9,-14.03,3588,569,1223,BK0545
4.09,-2.15,2682,0,龙洲股份,-8756030,交运物流,1.24,1592551863,3.28,-3.28,-0.88,-14.04,3589,2427,1207,BK0422
1.89,-1.56,600759,1,洲际油气,-4734817,石油行业,-0.53,1592552377,-5.5,-6.85,-6.14,-14.05,3590,3343,3333,BK0464
14.31,-10,603687,1,大胜达,-20810236,包装材料,-9.37,1592552393,-2.32,-6.37,-0.38,-14.05,3591,3267,1022,BK0733
6.03,-0.99,821,0,京山轻机,-2695207,机械行业,1.52,1592551863,-0.66,-3.7,-3.83,-14.05,3592,2573,2612,BK0545
18.67,-0.16,601360,1,三六零,-65386901,软件服务,-1.84,1592552392,3.95,-11.05,-3.99,-14.06,3593,3773,2664,BK0737
3.58,-2.98,600684,1,珠江实业,-7086107,房地产,6.23,1592552377,5.29,6.05,4.84,-14.06,3594,168,129,BK0451
31.2,-5.2,603991,1,至正股份,-17526246,塑胶制品,8.79,1592552383,9.47,-2.44,-2.22,-14.06,3595,2154,1873,BK0454
2.9,-2.68,300459,0,金科文化,-45392740,文化传媒,4.32,1592551863,3.2,-7.61,-8.38,-14.08,3596,3465,3693,BK0486
6.54,0.62,300345,0,红宇新材,-3534466,金属制品,-2.68,1592551863,-3.11,-9.72,-5.58,-14.08,3597,3681,3201,BK0739
16.75,-0.89,603956,1,威派格,-6042711,专用设备,-2.62,1592552389,-4.56,-13.5,-9.67,-14.08,3598,3869,3798,BK0910
6.56,-0.61,2300,0,太阳电缆,-3499665,输配电气,2.02,1592551863,1.55,-4.99,-5.48,-14.16,3599,2938,3168,BK0457
7.98,0.13,2391,0,长青股份,-12173265,农药兽药,-1.12,1592551863,-2.44,-17.04,-11.8,-14.19,3600,3912,3889,BK0730
4.29,-3.81,78,0,海王生物,-45774706,医药制造,8.88,1592551863,10.57,-2.31,-2.04,-14.21,3601,2081,1785,BK0465
21.6,0.28,300418,0,昆仑万维,-89587785,文教休闲,-6.13,1592551863,-3.79,-9.73,-6.25,-14.22,3602,3682,3360,BK0740
147.25,-0.53,688188,1,柏楚电子,-10388015,软件服务,-4.32,1592552383,0.47,-12.58,-4.83,-14.24,3603,3845,2966,BK0737
4.94,0,35,0,中国天楹,-5283337,环保工程,3.56,1592551863,1.65,2.66,-0.91,-14.27,3604,533,1230,BK0728
4.28,0,2671,0,龙泉股份,-1717136,水泥建材,0.23,1592551863,0.94,-6.4,-3.35,-14.29,3605,3272,2392,BK0424
11.46,-0.35,600288,1,大恒科技,-3553894,电子信息,-0.61,1592552379,-4.74,-7.84,-7.89,-14.31,3606,3494,3629,BK0447
6.74,-1.32,2417,0,深南股份,-5735794,软件服务,0.9,1592551863,-0.44,-2.78,-4.33,-14.33,3607,2266,2792,BK0737
7.43,0,830,0,鲁西化工,-16292320,化肥行业,2.91,1592551863,2.91,-1.39,0.06,-14.35,3608,1721,863,BK0731
16.31,-0.06,2871,0,伟隆股份,-1783897,机械行业,0.18,1592551863,-4.17,-2.38,-0.49,-14.36,3609,2122,1065,BK0545
11.24,-0.62,300422,0,博世科,-7564480,环保工程,2.84,1592551863,2.37,-1.36,-2,-14.38,3610,1709,1764,BK0728
10.05,-2.24,2066,0,瑞泰科技,-4283614,材料行业,2.45,1592551863,6.12,-2.06,0.65,-14.45,3611,1983,701,BK0537
5.49,-1.96,600215,1,*ST经开,-2593390,房地产,-3.85,1592552397,-6.63,-10.3,-8.96,-14.46,3612,3729,3745,BK0451
4.65,-10.06,600824,1,益民集团,-62663393,商业百货,31.73,1592552392,31.73,-7.38,-7.38,-14.47,3613,3425,3551,BK0482
10.18,-0.88,603018,1,中设集团,-8252983,工程建设,1.29,1592552389,-2.3,-0.95,-6.36,-14.47,3614,1557,3383,BK0425
8.43,-0.35,300387,0,富邦股份,-4143295,化工行业,2.8,1592551863,-0.59,-4.41,-5.67,-14.47,3615,2775,3231,BK0538
25.82,-2.57,603721,1,中广天择,-28877628,文化传媒,-4.3,1592552394,5.91,-5.74,-2.53,-14.49,3616,3132,2021,BK0486
10.6,-0.56,300469,0,信息发展,-6943783,软件服务,0.57,1592551863,-3.46,-3.23,-4.09,-14.5,3617,2412,2704,BK0737
7.85,-0.63,600831,1,广电网络,-18693195,文化传媒,-0.88,1592552404,-8.61,-6.14,-6.67,-14.51,3618,3222,3440,BK0486
2.09,-0.48,600219,1,南山铝业,-17717715,有色金属,1.46,1592552385,1.95,-1.27,-2.88,-14.53,3620,1672,2182,BK0478
5.49,0.55,600970,1,中材国际,-9690737,水泥建材,1.67,1592552397,-0.18,-8.18,-8.74,-14.53,3621,3536,3730,BK0424
8.3,0.24,603316,1,诚邦股份,-3259268,园林工程,-0.12,1592552376,-1.43,-7.7,-6.57,-14.53,3622,3481,3422,BK0726
1.79,-2.72,600225,1,*ST松江,-1745823,房地产,7.83,1592552385,3.47,4.82,-0.51,-14.55,3623,247,1070,BK0451
5.46,-0.55,665,0,湖北广电,-7453025,文化传媒,1.11,1592551863,-6.83,-1.83,-6.18,-14.56,3624,1897,3346,BK0486
6.18,-1.44,300256,0,星星科技,-24222551,电子元件,4.57,1592551863,2.49,-0.21,-5.25,-14.61,3625,1310,3097,BK0459
17.4,-2.03,2022,0,科华生物,-58066893,医药制造,2.65,1592551863,10.76,-5.86,-3.92,-14.61,3626,3163,2641,BK0465
8.91,-1.22,300081,0,恒信东方,-8133280,电子信息,4.82,1592551863,0.91,1.26,-1.22,-14.61,3627,834,1367,BK0447
17.21,-1.26,2846,0,英联股份,-7772353,包装材料,1.18,1592551863,1.18,-5.42,-6,-14.62,3628,3048,3301,BK0733
22.52,-4.58,300485,0,赛升药业,-167239271,医药制造,2.41,1592551863,34.13,-5.46,-2.05,-14.65,3629,3059,1788,BK0465
14.45,-0.34,2023,0,海特高新,-31291505,航天航空,1.76,1592551863,-4.37,-3.65,-7.45,-14.66,3630,2552,3557,BK0480
2.28,0,2263,0,大东南,-9214120,包装材料,-3.39,1592551863,-13.96,-11.58,-10.32,-14.69,3631,3796,3832,BK0733
29.47,-1.57,2942,0,新农股份,-7301296,农药兽药,3.66,1592551863,6.05,2.21,-0.04,-14.73,3632,617,913,BK0730
7.06,-0.28,300352,0,北信源,-24501459,软件服务,0.71,1592551863,-1.53,-9.72,-10.34,-14.74,3633,3680,3835,BK0737
5.97,-2.13,655,0,金岭矿业,-15717648,钢铁行业,-0.67,1592551863,5.66,-4.48,-2.33,-14.8,3634,2789,1925,BK0479
16.33,-2.16,600855,1,航天长峰,-41951054,安防设备,1.3,1592552403,0.68,-5.31,-4.04,-14.81,3635,3010,2684,BK0735
3.32,0,591,0,太阳能,-8178404,电力行业,2.15,1592551863,0.61,-3.06,-4.08,-14.82,3636,2357,2698,BK0428
21.95,-0.59,300462,0,华铭智能,-6065492,交运设备,1.48,1592551863,0.83,-3.62,-3.94,-14.82,3637,2544,2655,BK0429
8.9,-1.44,603177,1,德创环保,-2118667,环保工程,-3.05,1592552385,2.53,-8.03,4.78,-14.84,3638,3520,131,BK0728
6.63,-0.45,300082,0,奥克股份,-4486500,化工行业,6.94,1592551863,7.98,3.58,3.35,-14.86,3639,386,219,BK0538
21.04,-2.5,2799,0,环球印务,-22617879,造纸印刷,5.25,1592551863,20.37,-3.16,-0.06,-14.9,3640,2392,921,BK0470
3.56,-1.93,600664,1,哈药股份,-12790873,医药制造,2.89,1592552394,2.3,0.96,0.92,-14.91,3641,904,631,BK0465
5.95,-0.34,600961,1,株冶集团,-3763384,有色金属,2.76,1592552382,0,-3.4,-8.09,-14.94,3642,2474,3664,BK0478
7.18,-1.1,2446,0,盛路通信,-17984394,通讯行业,4.21,1592551863,0.56,-0.71,-4.43,-14.95,3643,1450,2830,BK0448
3.64,-0.55,600313,1,农发种业,-8870309,农牧饲渔,1.11,1592552400,-3.45,-3.71,-4.07,-14.96,3644,2575,2694,BK0433
33.7,-0.59,603368,1,柳药股份,-20607013,医药制造,2.71,1592552397,2.96,-2.26,-2.04,-14.96,3645,2063,1787,BK0465
91.73,-2.21,688039,1,当虹科技,-20093510,软件服务,-1.37,1592552389,-3.22,-3.79,-2.85,-15.02,3646,2603,2172,BK0737
2.54,-0.39,300197,0,铁汉生态,-5891097,园林工程,0.4,1592551863,-5.58,-11.36,-13.14,-15.06,3647,3785,3915,BK0726
141.3,-2.28,300573,0,兴齐眼药,-55094214,医药制造,-4.73,1592551863,18.93,-9.03,-4.58,-15.08,3648,3622,2885,BK0465
31.2,0.65,2353,0,杰瑞股份,-52876757,石油行业,6.23,1592551863,7.92,-4.35,-2.03,-15.17,3649,2758,1780,BK0464
7.67,-2.04,2534,0,杭锅股份,-3609168,机械行业,-6.69,1592551863,-3.52,-5.84,-3.53,-15.19,3650,3158,2478,BK0545
8.77,-0.9,676,0,智度股份,-44730436,文化传媒,4.4,1592551863,2.33,0.09,-1.8,-15.2,3651,1170,1662,BK0486
10.88,-0.46,300123,0,亚光科技,-34942901,船舶制造,0.93,1592551863,-1.54,-6.6,-3.73,-15.23,3652,3298,2572,BK0729
5,-1.77,600151,1,航天机电,-10586304,电子元件,-4.76,1592552380,-0.2,-8.1,-1.02,-15.23,3653,3528,1276,BK0459
21.02,0.1,603611,1,诺力股份,-6879971,机械行业,1.64,1592552395,-1.13,-3.97,-4.51,-15.24,3654,2654,2861,BK0545
2.49,-0.8,300370,0,安控科技,-6702669,仪器仪表,-4.23,1592551863,-9.12,-12.02,-8.25,-15.26,3655,3820,3682,BK0458
10.34,-2.36,756,0,新华制药,-22517697,医药制造,-1.24,1592551863,6.6,-6.49,-2.93,-15.32,3656,3283,2208,BK0465
7.5,-1.19,300112,0,万讯自控,-2692045,仪器仪表,2.04,1592551863,0,-1.38,-2.62,-15.33,3657,1718,2060,BK0458
15.28,0.59,2459,0,晶澳科技,-20033270,专用设备,0.86,1592551863,7,-8.56,-0.4,-15.36,3658,3576,1030,BK0910
2.18,-0.46,601929,1,吉视传媒,-6023679,文化传媒,0,1592552394,-0.46,-4.64,-4.66,-15.37,3659,2838,2907,BK0486
7.48,-0.53,2265,0,西仪股份,-2921985,机械行业,-0.13,1592551863,-3.48,-2.38,-4.41,-15.37,3660,2119,2825,BK0545
8.51,-1.96,300070,0,碧水源,-72333749,环保工程,5.32,1592551863,5.71,0.79,-0.84,-15.38,3661,961,1188,BK0728
2.87,-2.38,2770,0,科迪乳业,-19226201,食品饮料,3.24,1592551863,-0.69,-5.56,-5.72,-15.39,3662,3084,3243,BK0438
9.19,0.33,2381,0,双箭股份,-6741420,塑胶制品,-1.71,1592551863,0.33,-7.97,-6.05,-15.39,3663,3512,3313,BK0454
4.65,-0.43,300102,0,乾照光电,-10549938,电子元件,0.22,1592551863,-6.25,-8.47,-7.12,-15.4,3664,3566,3506,BK0459
8.24,0.73,300232,0,洲明科技,-24116754,电子元件,2.11,1592551863,-0.84,-10.84,-10.17,-15.41,3665,3761,3819,BK0459
4.51,-1.1,300182,0,捷成股份,-94005957,软件服务,-10.52,1592551863,-12.09,-9.81,-7.09,-15.46,3666,3686,3500,BK0737
1.34,-1.47,2610,0,爱康科技,-9633119,金属制品,0,1592551863,0,-4.66,-8.99,-15.46,3667,2848,3747,BK0739
4.4,-1.12,600302,1,标准股份,-2068767,专用设备,3.77,1592552400,6.8,-5.2,-4.6,-15.46,3668,2985,2891,BK0910
18.45,-1.39,603681,1,XD永冠新,-4547826,包装材料,2.96,1592552389,-1.97,-3.08,-3.08,-15.53,3669,2372,2277,BK0733
1.24,0,816,0,ST慧业,-1434022,机械行业,0,1592551863,-3.13,-5.02,-5.6,-15.56,3670,2947,3210,BK0545
4.57,-0.22,833,0,粤桂股份,-1783056,综合行业,0.66,1592551863,-2.56,-2.13,-6.06,-15.56,3671,2017,3316,BK0539
7.78,-0.38,61,0,农 产 品,-31476801,农牧饲渔,2.5,1592551863,-1.77,-5.78,-5.98,-15.57,3672,3138,3295,BK0433
5.45,-3.71,300026,0,红日药业,-95128996,医药制造,4.61,1592551863,2.25,-8,-7.9,-15.59,3673,3515,3630,BK0465
5,0,2429,0,兆驰股份,-40796580,家电行业,0.4,1592551863,-4.21,-7.53,-8.13,-15.6,3674,3447,3669,BK0456
14.05,-1.06,2718,0,友邦吊顶,-1829457,木业家具,1.01,1592551863,1.15,-0.37,-0.47,-15.6,3675,1359,1056,BK0476
7.95,-1,851,0,高鸿股份,-98115463,通讯行业,3.25,1592551863,3.65,-2.27,-2.9,-15.63,3676,2066,2192,BK0448
4,-0.25,928,0,中钢国际,-4706230,工程建设,0.25,1592551863,-1.96,-10.73,-6.84,-15.63,3677,3756,3464,BK0425
3.11,-0.32,600537,1,亿晶光电,-1958343,材料行业,-2.51,1592552392,0.97,-6.21,-1.41,-15.63,3678,3232,1457,BK0537
3.11,-0.32,937,0,冀中能源,-10272411,煤炭采选,5.78,1592551863,4.01,2.82,-1.86,-15.64,3679,506,1693,BK0437
7.92,1.15,656,0,金科股份,-30773536,房地产,0.89,1592551863,1.8,-4.89,-4.85,-15.65,3680,2915,2971,BK0451
41.83,-1.39,688178,1,万德斯,-5362632,环保工程,2.3,1592552389,-3.35,-1.08,-3.77,-15.67,3681,1607,2592,BK0728
11.35,-1.13,600546,1,山煤国际,-45722663,煤炭采选,8.3,1592552385,0.53,2.22,-1.14,-15.71,3682,611,1332,BK0437
4.5,-2.17,2062,0,宏润建设,-12716346,工程建设,-0.88,1592551863,-2.39,-3.36,-2.69,-15.72,3683,2456,2096,BK0425
4.39,-0.9,600784,1,鲁银投资,-1759182,综合行业,0,1592552395,-1.35,-10.31,-7.42,-15.72,3684,3731,3553,BK0539
2.65,0,2495,0,佳隆股份,-2375710,食品饮料,0.38,1592551863,-6.36,-11.91,-14.48,-15.74,3685,3811,3927,BK0438
5.98,-4.32,2699,0,美盛文化,-24373834,文教休闲,3.46,1592551863,5.84,-1.57,-1.3,-15.75,3686,1790,1399,BK0740
2.91,0,600320,1,振华重工,-3608909,机械行业,0.34,1592552395,-4.59,3.16,-1.2,-15.75,3687,441,1357,BK0545
5.03,-0.98,601969,1,海南矿业,-8050817,钢铁行业,-8.38,1592552404,-8.38,-4.78,-4.78,-15.76,3688,2886,2954,BK0479
13.45,0.07,2253,0,川大智胜,-5287239,软件服务,2.13,1592551863,0.9,-1.92,-2.15,-15.76,3689,1932,1846,BK0737
10.05,-2.62,603979,1,金诚信,-12390532,工程建设,1.31,1592552401,-0.69,-6.6,-4.29,-15.78,3690,3299,2776,BK0425
24.62,-0.97,2962,0,五方光电,-8613771,电子元件,0.29,1592551863,-1.52,-3.74,-1.46,-15.78,3691,2586,1491,BK0459
1.35,-4.93,600022,1,山东钢铁,-30442184,钢铁行业,5.47,1592552388,8.87,-1.06,2.59,-15.8,3692,1597,312,BK0479
12.79,-0.54,600352,1,浙江龙盛,-83758640,化工行业,0.87,1592552391,3.23,-3.63,-1.26,-15.81,3693,2545,1381,BK0538
1.2,-0.83,600978,1,*ST宜生,-7451328,木业家具,5.26,1592552388,3.45,-2.77,-3.72,-15.82,3694,2263,2566,BK0476
6,-1.48,2684,0,*ST猛狮,-10527568,电子元件,9.09,1592551863,12.78,-5.93,-5.64,-15.85,3695,3178,3218,BK0459
11.1,-3.31,600421,1,ST仰帆,-953572,机械行业,-5.77,1592552395,-9.02,-9.01,-11.8,-15.86,3696,3618,3891,BK0545
4.52,0.44,300021,0,大禹节水,-5666673,农牧饲渔,0.22,1592551863,-0.88,-5.64,-4.4,-15.87,3697,3111,2820,BK0433
5.4,-3.05,600507,1,方大特钢,-28869181,钢铁行业,4.25,1592552392,2.86,-0.46,-2.2,-15.94,3698,1381,1863,BK0479
1.3,-0.76,600157,1,永泰能源,-23800947,电力行业,3.17,1592552389,7.44,-2.88,-1.95,-15.95,3699,2299,1735,BK0428
37.32,-0.53,2965,0,祥鑫科技,-11755836,金属制品,2.25,1592551863,-1.66,-5.52,-6.39,-15.97,3700,3074,3390,BK0739
86.68,-0.89,688366,1,昊海生科,-9020654,医药制造,7.41,1592552392,5.68,1.06,0.83,-16,3701,882,651,BK0465
1.11,-3.48,600010,1,包钢股份,-100183459,钢铁行业,2.78,1592552394,2.78,-1.99,-1.99,-16.06,3702,1955,1757,BK0479
6.87,0.15,2596,0,海南瑞泽,-25434889,水泥建材,-2.41,1592551863,-7.04,-12.11,-13.01,-16.14,3703,3824,3912,BK0424
1.93,-0.52,2021,0,ST中捷,-543573,机械行业,-5.85,1592551863,-1.03,-17.74,-9.06,-16.15,3704,3920,3761,BK0545
8.83,0.91,2434,0,万里扬,-10491628,汽车行业,0.34,1592551863,0.34,-12.91,-8.32,-16.18,3705,3853,3690,BK0481
3.34,0,600063,1,皖维高新,-6353361,化纤行业,1.52,1592552376,-0.6,-8.69,-7.71,-16.19,3706,3591,3595,BK0471
7.77,0.26,600737,1,中粮糖业,-13913597,食品饮料,0.13,1592552397,-1.52,-12.91,-8.69,-16.19,3707,3852,3717,BK0438
17.72,0,2034,0,旺能环境,-15187752,环保工程,-3.12,1592551863,-9.55,-8.31,-4.11,-16.22,3708,3548,2714,BK0728
6.6,0.46,671,0,阳 光 城,-17370057,房地产,0.92,1592551863,0.76,-7.44,-3.85,-16.26,3709,3437,2618,BK0451
4.18,-1.88,837,0,*ST秦机,-3318501,机械行业,-1.42,1592551863,-13.64,-12.66,-11.77,-16.27,3710,3849,3888,BK0545
62.9,-0.63,300767,0,震安科技,-28410846,塑胶制品,1.03,1592551863,-0.57,-3.33,-3.73,-16.27,3711,2447,2574,BK0454
4.6,-1.92,2650,0,ST加加,-22674471,食品饮料,-1.71,1592551863,-9.98,6.74,-0.76,-16.29,3712,140,1160,BK0438
